Scheme Name,Net Asset Value,
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1257.1124,
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),1164.459,
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment),2837.0293,
Invesco India Corporate Bond Fund - Growth,2702.7148,
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment),1549.1068,
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment),1162.6241,
,,
Kotak Mahindra Mutual Fund,,
,,
Kotak Coporate Bond Fund- Retail Plan-Growth Option,2034.9063,
Kotak Corporate Bond Fund- Direct Plan- Growth Option,3317.1661,
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,1079.916,
Kotak Corporate Bond Fund- Institutional Plan-Growth Option,2090.4924,
Kotak Corporate Bond Fund- Regular Plan-Growth Option,3199.7648,
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,1046.4379,
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option,1066.6837,
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,1040.0538,
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,1052.3061,
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option,1052.6393,
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,1052.7994,
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,1202.9939,
,,
Mirae Asset Mutual Fund,,
,,
Mirae Asset Corporate Bond Fund Direct Growth Plan,11.0332,
Mirae Asset Corporate Bond Fund Direct IDCW,11.0318,
Mirae Asset Corporate Bond Fund Regular Growth,10.9292,
Mirae Asset Corporate Bond Fund Regular IDCW,10.929,
,,
Nippon India Mutual Fund,,
,,
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,17.0959,
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,17.0959,
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,16.7447,
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,11.7227,
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,12.0779,
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,17.1351,
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,37.7277,
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,52.8434,
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,36.241,
Nippon India Corporate Bond Fund - Growth Plan - Growth Option,50.7442,
NIPPON INDIA CORPORATE BOND FUND - IDCW Option,16.257,
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,11.598,
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,11.9312,
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,17.1342,
,,
PGIM India Mutual Fund,,
,,
PGIM India Corporate Bond Fund - Annual Dividend,10.3625,
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,15.711,
PGIM India Corporate Bond Fund - Direct Plan - Growth,40.6313,
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,15.052,
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,13.0757,
PGIM India Corporate Bond Fund - Growth,37.0475,
PGIM India Corporate Bond Fund - Monthly Dividend,13.0519,
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth,21.588,
PGIM India Corporate Bond Fund - Quarterly Dividend,11.5869,
PGIM India Premier Bond Fund - Annual Bonus,24.9334,
PGIM India Premier Bond Fund - Bonus,15.226,
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,13.2164,
PGIM India Premier Bond Fund - Half-Yearly Bonus,13.5688,
,,
SBI Mutual Fund,,
,,
SBI Corporate Bond Fund - Direct Plan - Growth,13.4883,
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),12.7315,
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),13.1124,
SBI Corporate Bond Fund - Regular Plan - Growth,13.2175,
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),12.4749,
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),12.8424,
,,
Sundaram Mutual Fund,,
,,
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.3923,
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),15.9571,
Sundaram Corporate Bond Fund Direct Plan - Growth,35.2571,
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),16.0123,
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),15.9784,
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),17.7347,
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),15.547,
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),15.963,
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),15.1739,
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),17.2825,
Sundaram Corporate Bond Fund Regular Plan- Growth,34.2625,
,,
Tata Mutual Fund,,
,,
Tata Corporate Bond Fund-Direct Plan-Growth,10.6375,
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,10.6375,
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment,10.6375,
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,10.6375,
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment,10.6375,
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,10.6375,
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment,10.6375,
Tata Corporate Bond Fund-Regular Plan-Growth,10.5406,
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,10.5406,
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment,10.5406,
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,10.5406,
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment,10.5406,
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,10.5406,
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment,10.5406,
,,
Trust Mutual Fund,,
,,
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,1024.7863,
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW,1024.9464,
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH,1023.5635,
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW,1023.567,
,,
Union Mutual Fund,,
,,
Union Corporate Bond Fund - Direct Plan - Growth Option,13.2374,
Union Corporate Bond Fund - Direct Plan - IDCW Option,13.2374,
Union Corporate Bond Fund - Regular Plan - Growth Option,13.0277,
Union Corporate Bond Fund - Regular Plan - IDCW Option,13.0277,
,,
UTI Mutual Fund,,
,,
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option,6.8146,
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,7.3484,
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW,1.504,
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,1.4941,
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW,1.4429,
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW,2.3467,
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW,1.4416,
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW,1.4408,
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW,1.4131,
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW,1.8744,
UTI Corporate Bond Fund - Direct Plan - Annual IDCW,12.242,
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,12.4702,
UTI Corporate Bond Fund - Direct Plan - Growth Option,14.1484,
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,12.0895,
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,12.3742,
UTI Corporate Bond Fund - Regular Plan - Annual IDCW,12.0438,
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,12.2719,
UTI Corporate Bond Fund - Regular Plan - Growth Option,13.9366,
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,11.7754,
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,12.1187,
,,
Open Ended Schemes(Debt Scheme - Credit Risk Fund),,
,,
Aditya Birla Sun Life Mutual Fund,,
,,
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,12.1026,
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,18.938,
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,18.9388,
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,11.2439,
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,17.635,
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,17.6132,
,,
Axis Mutual Fund,,
,,
Axis Credit Risk Fund - Direct Plan - Growth,20.0102,
Axis Credit Risk Fund - Direct Plan - Monthly IDCW,10.1023,
Axis Credit Risk Fund - Direct Plan - Weekly IDCW,10.3028,
Axis Credit Risk Fund - Regular Plan - Growth,18.1899,
Axis Credit Risk Fund - Regular Plan - Monthly IDCW,10.0893,
Axis Credit Risk Fund - Regular Plan - Weekly IDCW,10.1759,
,,
Bandhan Mutual Fund,,
,,
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW,10.4517,
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW,10.2167,
BANDHAN Credit Risk Fund - Regular Plan Growth,14.2333,
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW,10.3046,
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW,11.0527,
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW,10.4065,
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW,10.2803,
BANDHAN Credit Risk Fund-Direct Plan-Growth,15.1237,
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW,11.0666,
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW,10.5661,
,,
Bank of India Mutual Fund,,
,,
BANK OF INDIA Credit Risk  Fund - Direct Plan,10.9393,
BANK OF INDIA Credit Risk Fund - Regular Plan,10.7555,
,,
Baroda BNP Paribas Mutual Fund,,
,,
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,13.9623,
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,12.5793,
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,20.3107,
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option,18.767,
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW,11.3241,
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW,11.8035,
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1,0,
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1,0,
,,
DSP Mutual Fund,,
,,
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly,10.7415,
DSP Credit Risk Fund - Direct Plan - Growth,37.2456,
DSP Credit Risk Fund - Direct Plan - IDCW,11.6956,
DSP Credit Risk Fund - Direct Plan - IDCW - Daily,10.2505,
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly,11.115,
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly,10.251,
DSP Credit Risk Fund - Regular Plan - IDCW,11.641,
DSP Credit Risk Fund - Regular Plan - IDCW - Daily,10.2505,
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly,10.6864,
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly,11.0085,
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly,10.251,
DSP Credit Risk Fund - Regular Plan -Growth,34.68,
,,
Franklin Templeton Mutual Fund,,
,,
Franklin India Credit Risk Fund - Direct - Growth,25.2508,
Franklin India Credit Risk Fund - Direct - IDCW,13.8383,
Franklin India Credit Risk Fund - Growth,25.0234,
Franklin India Credit Risk Fund - IDCW,13.4188,
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan,0,
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,0,
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan,0,
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,0,
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,0,
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,0,
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW,0.296,
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,0.584,
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,0.552,
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW,0,
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW,0.32,
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW,0,
,,
HDFC Mutual Fund,,
,,
HDFC Credit Risk Debt Fund - Growth Option,20.4832,
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,21.845,
HDFC Credit Risk Debt Fund - IDCW Option,18.8614,
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,19.1494,
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan,10.6407,
HDFC Credit Risk Debt Fund - Quarterly IDCW Option,10.3196,
,,
HSBC Mutual Fund,,
,,
HSBC Credit Risk Fund - Direct Annual IDCW,12.3889,
HSBC Credit Risk Fund - Direct Growth,26.4138,
HSBC Credit Risk Fund - Direct IDCW,11.0392,
HSBC Credit Risk Fund - Regular Annual IDCW,11.7109,
HSBC Credit Risk Fund - Regular Growth,24.7882,
HSBC Credit Risk Fund - Regular IDCW,10.2622,
HSBC Credit Risk Fund- Regular Plan - Bonus,24.3901,
,,
ICICI Prudential Mutual Fund,,
,,
ICICI Prudential Credit Risk Fund - Annual IDCW,10.3035,
ICICI Prudential Credit Risk Fund - Bonus,15.7498,
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW,10.4846,
ICICI Prudential Credit Risk Fund - Direct Plan - Growth,29.0684,
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW,10.975,
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW,11.613,
ICICI Prudential Credit Risk Fund - Direct Plan Bonus,14.6853,
ICICI Prudential Credit Risk Fund - Growth,26.7558,
ICICI Prudential Credit Risk Fund - Half Yearly IDCW,10.5892,
ICICI Prudential Credit Risk Fund - Quarterly IDCW,10.9704,
,,
IDBI Mutual Fund,,
,,
IDBI Credit Risk Fund Annual IDCW - Direct Plan,13.2808,
IDBI Credit Risk Fund Annual IDCW - Regular Plan,12.0304,
IDBI Credit Risk Fund Growth Direct,17.3533,
IDBI Credit Risk Fund Growth Regular,16.087,
IDBI Credit Risk Fund Quarterly IDCW - Direct Plan,11.836,
IDBI Credit Risk Fund Quarterly IDCW - Regular Plan,11.383,
,,
Invesco Mutual Fund,,
,,
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),1758.7133,
Invesco India Credit Risk Fund - Direct Plan - Growth,1745.6154,
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1208.878,
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),1607.0011,
Invesco India Credit Risk Fund - Regular Plan - Growth,1607.504,
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),1180.5849,
,,
Kotak Mahindra Mutual Fund,,
,,
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,20.8334,
Kotak Credit Risk Fund - Growth,25.1599,
Kotak Credit Risk Fund - Growth - Direct,27.7373,
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option,10.9417,
,,
Nippon India Mutual Fund,,
,,
Nippon India Credit Risk Fund  - Growth Plan,29.4242,
Nippon India Credit Risk Fund  - Institutional Growth Plan,30.6709,
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,0,
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,0,
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,0,
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0,
Nippon India Credit Risk Fund - Direct Plan - Growth Plan,31.8584,
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,17.249,
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option,13.5065,
NIPPON INDIA CREDIT RISK FUND - IDCW Option,16.1413,
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,12.9362,
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,0.5342,
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.2893,
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.2477,
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan,0.5036,
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,0.2763,
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan,0.4333,
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,0.2405,
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,0,
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,0,
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,0,
,,
SBI Mutual Fund,,
,,
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),13.0966,
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),19.2098,
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,41.2786,
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),12.8305,
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,38.766,
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),17.5254,
,,
UTI Mutual Fund,,
,,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option,0,
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option,0,
